run,domanda,task,modello,temp_pre,temp_post,cooldown_ok
1,9,GSM8K,llama3.2,47,51,in_attesa
1,9,GSM8K,llama3.1,46,53,in_attesa
1,9,GSM8K,gemma2:27b,46,56,in_attesa
1,9,GSM8K,phi3:mini,47,56,in_attesa
1,9,GSM8K,qwen2.5:7b,47,52,in_attesa
1,9,GSM8K,mistral,47,55,in_attesa
1,9,GSM8K,qwen2.5:14b,47,57,in_attesa
1,10,HumanEval,llama3.2,46,56,in_attesa
1,10,HumanEval,llama3.1,47,53,in_attesa
1,10,HumanEval,gemma2:27b,47,58,in_attesa
1,10,HumanEval,phi3:mini,47,52,in_attesa
1,10,HumanEval,qwen2.5:7b,47,52,in_attesa
1,10,HumanEval,mistral,47,52,in_attesa
1,10,HumanEval,qwen2.5:14b,46,58,in_attesa
1,11,GSM8K,llama3.2,47,50,in_attesa
1,11,GSM8K,llama3.1,47,57,in_attesa
1,11,GSM8K,gemma2:27b,47,56,in_attesa
1,11,GSM8K,phi3:mini,47,54,in_attesa
1,11,GSM8K,qwen2.5:7b,46,54,in_attesa
1,11,GSM8K,mistral,46,51,in_attesa
1,11,GSM8K,qwen2.5:14b,47,57,in_attesa
1,12,HumanEval,llama3.2,47,53,in_attesa
1,12,HumanEval,llama3.1,47,53,in_attesa
1,12,HumanEval,gemma2:27b,47,59,in_attesa
1,12,HumanEval,phi3:mini,47,51,in_attesa
1,12,HumanEval,qwen2.5:7b,47,53,in_attesa
1,12,HumanEval,mistral,47,53,in_attesa
1,12,HumanEval,qwen2.5:14b,47,61,in_attesa
1,13,HellaSwag,llama3.2,46,48,in_attesa
1,13,HellaSwag,llama3.1,47,49,in_attesa
1,13,HellaSwag,gemma2:27b,47,52,in_attesa
1,13,HellaSwag,phi3:mini,47,51,in_attesa
1,13,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,13,HellaSwag,mistral,47,50,in_attesa
1,13,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,14,HumanEval,llama3.2,46,51,in_attesa
1,14,HumanEval,llama3.1,46,53,in_attesa
1,14,HumanEval,gemma2:27b,47,58,in_attesa
1,14,HumanEval,phi3:mini,47,52,in_attesa
1,14,HumanEval,qwen2.5:7b,46,55,in_attesa
1,14,HumanEval,mistral,47,52,in_attesa
1,14,HumanEval,qwen2.5:14b,47,60,in_attesa
1,15,HumanEval,llama3.2,47,51,in_attesa
1,15,HumanEval,llama3.1,47,56,in_attesa
1,15,HumanEval,gemma2:27b,47,58,in_attesa
1,15,HumanEval,phi3:mini,47,52,in_attesa
1,15,HumanEval,qwen2.5:7b,47,51,in_attesa
1,15,HumanEval,mistral,46,51,in_attesa
1,15,HumanEval,qwen2.5:14b,47,59,in_attesa
1,16,HumanEval,llama3.2,47,52,in_attesa
1,16,HumanEval,llama3.1,47,53,in_attesa
1,16,HumanEval,gemma2:27b,47,57,in_attesa
1,16,HumanEval,phi3:mini,47,52,in_attesa
1,16,HumanEval,qwen2.5:7b,47,55,in_attesa
1,16,HumanEval,mistral,47,54,in_attesa
1,16,HumanEval,qwen2.5:14b,47,59,in_attesa
1,17,HumanEval,llama3.2,47,52,in_attesa
1,17,HumanEval,llama3.1,46,53,in_attesa
1,17,HumanEval,gemma2:27b,47,58,in_attesa
1,17,HumanEval,phi3:mini,47,51,in_attesa
1,17,HumanEval,qwen2.5:7b,47,54,in_attesa
1,17,HumanEval,mistral,47,55,in_attesa
1,17,HumanEval,qwen2.5:14b,47,61,in_attesa
1,18,GSM8K,llama3.2,47,50,in_attesa
1,18,GSM8K,llama3.1,47,51,in_attesa
1,18,GSM8K,gemma2:27b,46,56,in_attesa
1,18,GSM8K,phi3:mini,47,52,in_attesa
1,18,GSM8K,qwen2.5:7b,47,51,in_attesa
1,18,GSM8K,mistral,46,51,in_attesa
1,18,GSM8K,qwen2.5:14b,46,57,in_attesa
1,19,HellaSwag,llama3.2,47,49,in_attesa
1,19,HellaSwag,llama3.1,47,50,in_attesa
1,19,HellaSwag,gemma2:27b,47,53,in_attesa
1,19,HellaSwag,phi3:mini,47,50,in_attesa
1,19,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,19,HellaSwag,mistral,47,51,in_attesa
1,19,HellaSwag,qwen2.5:14b,47,52,in_attesa
1,20,HellaSwag,llama3.2,47,50,in_attesa
1,20,HellaSwag,llama3.1,47,50,in_attesa
1,20,HellaSwag,gemma2:27b,47,53,in_attesa
1,20,HellaSwag,phi3:mini,47,52,in_attesa
1,20,HellaSwag,qwen2.5:7b,47,53,in_attesa
1,20,HellaSwag,mistral,47,50,in_attesa
1,20,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,21,HumanEval,llama3.2,47,51,in_attesa
1,21,HumanEval,llama3.1,47,52,in_attesa
1,21,HumanEval,gemma2:27b,47,55,in_attesa
1,21,HumanEval,phi3:mini,47,51,in_attesa
1,21,HumanEval,qwen2.5:7b,47,51,in_attesa
1,21,HumanEval,mistral,47,53,in_attesa
1,21,HumanEval,qwen2.5:14b,47,56,in_attesa
1,22,GSM8K,llama3.2,47,51,in_attesa
1,22,GSM8K,llama3.1,47,62,in_attesa
1,22,GSM8K,gemma2:27b,47,60,in_attesa
1,22,GSM8K,phi3:mini,46,52,in_attesa
1,22,GSM8K,qwen2.5:7b,47,54,in_attesa
1,22,GSM8K,mistral,47,54,in_attesa
1,22,GSM8K,qwen2.5:14b,46,63,in_attesa
1,23,HumanEval,llama3.2,47,54,in_attesa
1,23,HumanEval,llama3.1,47,54,in_attesa
1,23,HumanEval,gemma2:27b,47,60,in_attesa
1,23,HumanEval,phi3:mini,47,57,in_attesa
1,23,HumanEval,qwen2.5:7b,47,54,in_attesa
1,23,HumanEval,mistral,47,57,in_attesa
1,23,HumanEval,qwen2.5:14b,47,59,in_attesa
1,24,HumanEval,llama3.2,46,50,in_attesa
1,24,HumanEval,llama3.1,47,53,in_attesa
1,24,HumanEval,gemma2:27b,47,57,in_attesa
1,24,HumanEval,phi3:mini,47,54,in_attesa
1,24,HumanEval,qwen2.5:7b,47,52,in_attesa
1,24,HumanEval,mistral,47,52,in_attesa
1,24,HumanEval,qwen2.5:14b,46,59,in_attesa
1,25,HellaSwag,llama3.2,46,48,in_attesa
1,25,HellaSwag,llama3.1,47,50,in_attesa
1,25,HellaSwag,gemma2:27b,47,53,in_attesa
1,25,HellaSwag,phi3:mini,47,48,in_attesa
1,25,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,25,HellaSwag,mistral,47,55,in_attesa
1,25,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,26,HellaSwag,llama3.2,47,50,in_attesa
1,26,HellaSwag,llama3.1,47,50,in_attesa
1,26,HellaSwag,gemma2:27b,47,52,in_attesa
1,26,HellaSwag,phi3:mini,47,51,in_attesa
1,26,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,26,HellaSwag,mistral,47,51,in_attesa
1,26,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,27,HumanEval,llama3.2,46,52,in_attesa
1,27,HumanEval,llama3.1,47,54,in_attesa
1,27,HumanEval,gemma2:27b,47,59,in_attesa
1,27,HumanEval,phi3:mini,47,52,in_attesa
1,27,HumanEval,qwen2.5:7b,47,54,in_attesa
1,27,HumanEval,mistral,47,52,in_attesa
1,27,HumanEval,qwen2.5:14b,47,60,in_attesa
1,28,HumanEval,llama3.2,47,51,in_attesa
1,28,HumanEval,llama3.1,47,56,in_attesa
1,28,HumanEval,gemma2:27b,46,56,in_attesa
1,28,HumanEval,phi3:mini,47,54,in_attesa
1,28,HumanEval,qwen2.5:7b,46,52,in_attesa
1,28,HumanEval,mistral,46,52,in_attesa
1,28,HumanEval,qwen2.5:14b,47,58,in_attesa
1,29,GSM8K,llama3.2,47,51,in_attesa
1,29,GSM8K,llama3.1,47,54,in_attesa
1,29,GSM8K,gemma2:27b,47,59,in_attesa
1,29,GSM8K,phi3:mini,47,54,in_attesa
1,29,GSM8K,qwen2.5:7b,46,53,in_attesa
1,29,GSM8K,mistral,47,57,in_attesa
1,29,GSM8K,qwen2.5:14b,47,61,in_attesa
1,30,GSM8K,llama3.2,47,52,in_attesa
1,30,GSM8K,llama3.1,47,54,in_attesa
1,30,GSM8K,gemma2:27b,47,59,in_attesa
1,30,GSM8K,phi3:mini,47,52,in_attesa
1,30,GSM8K,qwen2.5:7b,47,53,in_attesa
1,30,GSM8K,mistral,47,53,in_attesa
1,30,GSM8K,qwen2.5:14b,47,61,in_attesa
1,31,HumanEval,llama3.2,47,53,in_attesa
1,31,HumanEval,llama3.1,47,53,in_attesa
1,31,HumanEval,gemma2:27b,47,55,in_attesa
1,31,HumanEval,phi3:mini,47,53,in_attesa
1,31,HumanEval,qwen2.5:7b,47,54,in_attesa
1,31,HumanEval,mistral,47,53,in_attesa
1,31,HumanEval,qwen2.5:14b,47,61,in_attesa
1,32,HellaSwag,llama3.2,47,50,in_attesa
1,32,HellaSwag,llama3.1,47,49,in_attesa
1,32,HellaSwag,gemma2:27b,47,52,in_attesa
1,32,HellaSwag,phi3:mini,47,51,in_attesa
1,32,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,32,HellaSwag,mistral,47,52,in_attesa
1,32,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,33,HellaSwag,llama3.2,47,50,in_attesa
1,33,HellaSwag,llama3.1,47,52,in_attesa
1,33,HellaSwag,gemma2:27b,46,52,in_attesa
1,33,HellaSwag,phi3:mini,47,49,in_attesa
1,33,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,33,HellaSwag,mistral,47,50,in_attesa
1,33,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,34,GSM8K,llama3.2,47,52,in_attesa
1,34,GSM8K,llama3.1,47,53,in_attesa
1,34,GSM8K,gemma2:27b,47,59,in_attesa
1,34,GSM8K,phi3:mini,47,55,in_attesa
1,34,GSM8K,qwen2.5:7b,46,55,in_attesa
1,34,GSM8K,mistral,47,56,in_attesa
1,34,GSM8K,qwen2.5:14b,46,58,in_attesa
1,35,HumanEval,llama3.2,47,55,in_attesa
1,35,HumanEval,llama3.1,47,54,in_attesa
1,35,HumanEval,gemma2:27b,46,59,in_attesa
1,35,HumanEval,phi3:mini,47,52,in_attesa
1,35,HumanEval,qwen2.5:7b,46,53,in_attesa
1,35,HumanEval,mistral,47,56,in_attesa
1,35,HumanEval,qwen2.5:14b,47,60,in_attesa
1,36,HellaSwag,llama3.2,47,50,in_attesa
1,36,HellaSwag,llama3.1,47,49,in_attesa
1,36,HellaSwag,gemma2:27b,47,53,in_attesa
1,36,HellaSwag,phi3:mini,47,52,in_attesa
1,36,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,36,HellaSwag,mistral,47,50,in_attesa
1,36,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,37,HumanEval,llama3.2,47,53,in_attesa
1,37,HumanEval,llama3.1,47,54,in_attesa
1,37,HumanEval,gemma2:27b,47,60,in_attesa
1,37,HumanEval,phi3:mini,47,53,in_attesa
1,37,HumanEval,qwen2.5:7b,47,54,in_attesa
1,37,HumanEval,mistral,46,53,in_attesa
1,37,HumanEval,qwen2.5:14b,47,60,in_attesa
1,38,HellaSwag,llama3.2,47,49,in_attesa
1,38,HellaSwag,llama3.1,47,52,in_attesa
1,38,HellaSwag,gemma2:27b,47,53,in_attesa
1,38,HellaSwag,phi3:mini,46,50,in_attesa
1,38,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,38,HellaSwag,mistral,47,53,in_attesa
1,38,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,39,HellaSwag,llama3.2,47,49,in_attesa
1,39,HellaSwag,llama3.1,47,50,in_attesa
1,39,HellaSwag,gemma2:27b,47,52,in_attesa
1,39,HellaSwag,phi3:mini,47,51,in_attesa
1,39,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,39,HellaSwag,mistral,47,50,in_attesa
1,39,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,40,GSM8K,llama3.2,47,50,in_attesa
1,40,GSM8K,llama3.1,47,54,in_attesa
1,40,GSM8K,gemma2:27b,47,59,in_attesa
1,40,GSM8K,phi3:mini,47,53,in_attesa
1,40,GSM8K,qwen2.5:7b,47,54,in_attesa
1,40,GSM8K,mistral,47,54,in_attesa
1,40,GSM8K,qwen2.5:14b,47,60,in_attesa
1,41,HumanEval,llama3.2,47,52,in_attesa
1,41,HumanEval,llama3.1,46,54,in_attesa
1,41,HumanEval,gemma2:27b,46,59,in_attesa
1,41,HumanEval,phi3:mini,47,53,in_attesa
1,41,HumanEval,qwen2.5:7b,47,54,in_attesa
1,41,HumanEval,mistral,46,52,in_attesa
1,41,HumanEval,qwen2.5:14b,47,59,in_attesa
1,42,HumanEval,llama3.2,46,50,in_attesa
1,42,HumanEval,llama3.1,47,52,in_attesa
1,42,HumanEval,gemma2:27b,47,56,in_attesa
1,42,HumanEval,phi3:mini,47,55,in_attesa
1,42,HumanEval,qwen2.5:7b,47,51,in_attesa
1,42,HumanEval,mistral,46,51,in_attesa
1,42,HumanEval,qwen2.5:14b,47,60,in_attesa
1,43,HumanEval,llama3.2,47,52,in_attesa
1,43,HumanEval,llama3.1,46,52,in_attesa
1,43,HumanEval,gemma2:27b,47,55,in_attesa
1,43,HumanEval,phi3:mini,47,53,in_attesa
1,43,HumanEval,qwen2.5:7b,47,52,in_attesa
1,43,HumanEval,mistral,47,51,in_attesa
1,43,HumanEval,qwen2.5:14b,47,59,in_attesa
1,44,GSM8K,llama3.2,47,51,in_attesa
1,44,GSM8K,llama3.1,47,54,in_attesa
1,44,GSM8K,gemma2:27b,46,56,in_attesa
1,44,GSM8K,phi3:mini,47,51,in_attesa
1,44,GSM8K,qwen2.5:7b,47,52,in_attesa
1,44,GSM8K,mistral,47,52,in_attesa
1,44,GSM8K,qwen2.5:14b,47,57,in_attesa
1,45,HumanEval,llama3.2,47,52,in_attesa
1,45,HumanEval,llama3.1,47,54,in_attesa
1,45,HumanEval,gemma2:27b,47,59,in_attesa
1,45,HumanEval,phi3:mini,47,57,in_attesa
1,45,HumanEval,qwen2.5:7b,47,56,in_attesa
1,45,HumanEval,mistral,47,55,in_attesa
1,45,HumanEval,qwen2.5:14b,47,60,in_attesa
1,46,HellaSwag,llama3.2,47,49,in_attesa
1,46,HellaSwag,llama3.1,47,50,in_attesa
1,46,HellaSwag,gemma2:27b,47,52,in_attesa
1,46,HellaSwag,phi3:mini,47,51,in_attesa
1,46,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,46,HellaSwag,mistral,47,50,in_attesa
1,46,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,47,HumanEval,llama3.2,47,53,in_attesa
1,47,HumanEval,llama3.1,47,54,in_attesa
1,47,HumanEval,gemma2:27b,47,59,in_attesa
1,47,HumanEval,phi3:mini,47,53,in_attesa
1,47,HumanEval,qwen2.5:7b,46,54,in_attesa
1,47,HumanEval,mistral,47,53,in_attesa
1,47,HumanEval,qwen2.5:14b,47,60,in_attesa
1,48,HellaSwag,llama3.2,47,48,in_attesa
1,48,HellaSwag,llama3.1,47,49,in_attesa
1,48,HellaSwag,gemma2:27b,47,52,in_attesa
1,48,HellaSwag,phi3:mini,47,51,in_attesa
1,48,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,48,HellaSwag,mistral,47,51,in_attesa
1,48,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,49,HumanEval,llama3.2,47,52,in_attesa
1,49,HumanEval,llama3.1,47,53,in_attesa
1,49,HumanEval,gemma2:27b,47,59,in_attesa
1,49,HumanEval,phi3:mini,46,52,in_attesa
1,49,HumanEval,qwen2.5:7b,47,54,in_attesa
1,49,HumanEval,mistral,47,53,in_attesa
1,49,HumanEval,qwen2.5:14b,47,61,in_attesa
1,50,GSM8K,llama3.2,47,50,in_attesa
1,50,GSM8K,llama3.1,47,51,in_attesa
1,50,GSM8K,gemma2:27b,47,57,in_attesa
1,50,GSM8K,phi3:mini,47,50,in_attesa
1,50,GSM8K,qwen2.5:7b,47,52,in_attesa
1,50,GSM8K,mistral,47,54,in_attesa
1,50,GSM8K,qwen2.5:14b,47,56,in_attesa
1,51,GSM8K,llama3.2,47,51,in_attesa
1,51,GSM8K,llama3.1,46,52,in_attesa
1,51,GSM8K,gemma2:27b,46,58,in_attesa
1,51,GSM8K,phi3:mini,46,51,in_attesa
1,51,GSM8K,qwen2.5:7b,47,54,in_attesa
1,51,GSM8K,mistral,47,53,in_attesa
1,51,GSM8K,qwen2.5:14b,47,57,in_attesa
1,52,HumanEval,llama3.2,47,52,in_attesa
1,52,HumanEval,llama3.1,47,52,in_attesa
1,52,HumanEval,gemma2:27b,47,56,in_attesa
1,52,HumanEval,phi3:mini,47,52,in_attesa
1,52,HumanEval,qwen2.5:7b,47,52,in_attesa
1,52,HumanEval,mistral,47,52,in_attesa
1,52,HumanEval,qwen2.5:14b,47,59,in_attesa
1,53,GSM8K,llama3.2,47,51,in_attesa
1,53,GSM8K,llama3.1,46,52,in_attesa
1,53,GSM8K,gemma2:27b,47,59,in_attesa
1,53,GSM8K,phi3:mini,47,51,in_attesa
1,53,GSM8K,qwen2.5:7b,47,54,in_attesa
1,53,GSM8K,mistral,47,56,in_attesa
1,53,GSM8K,qwen2.5:14b,47,60,in_attesa
1,54,HumanEval,llama3.2,47,51,in_attesa
1,54,HumanEval,llama3.1,46,52,in_attesa
1,54,HumanEval,gemma2:27b,47,58,in_attesa
1,54,HumanEval,phi3:mini,47,52,in_attesa
1,54,HumanEval,qwen2.5:7b,46,53,in_attesa
1,54,HumanEval,mistral,47,54,in_attesa
1,54,HumanEval,qwen2.5:14b,47,60,in_attesa
1,55,HellaSwag,llama3.2,47,49,in_attesa
1,55,HellaSwag,llama3.1,47,51,in_attesa
1,55,HellaSwag,gemma2:27b,47,52,in_attesa
1,55,HellaSwag,phi3:mini,47,51,in_attesa
1,55,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,55,HellaSwag,mistral,47,52,in_attesa
1,55,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,56,HellaSwag,llama3.2,47,51,in_attesa
1,56,HellaSwag,llama3.1,46,49,in_attesa
1,56,HellaSwag,gemma2:27b,47,53,in_attesa
1,56,HellaSwag,phi3:mini,47,50,in_attesa
1,56,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,56,HellaSwag,mistral,47,51,in_attesa
1,56,HellaSwag,qwen2.5:14b,47,52,in_attesa
1,57,HellaSwag,llama3.2,47,50,in_attesa
1,57,HellaSwag,llama3.1,46,50,in_attesa
1,57,HellaSwag,gemma2:27b,47,52,in_attesa
1,57,HellaSwag,phi3:mini,47,52,in_attesa
1,57,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,57,HellaSwag,mistral,46,50,in_attesa
1,57,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,58,HellaSwag,llama3.2,47,52,in_attesa
1,58,HellaSwag,llama3.1,46,49,in_attesa
1,58,HellaSwag,gemma2:27b,47,52,in_attesa
1,58,HellaSwag,phi3:mini,47,51,in_attesa
1,58,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,58,HellaSwag,mistral,47,50,in_attesa
1,58,HellaSwag,qwen2.5:14b,47,51,in_attesa
1,59,HumanEval,llama3.2,47,52,in_attesa
1,59,HumanEval,llama3.1,47,54,in_attesa
1,59,HumanEval,gemma2:27b,47,59,in_attesa
1,59,HumanEval,phi3:mini,47,50,in_attesa
1,59,HumanEval,qwen2.5:7b,46,52,in_attesa
1,59,HumanEval,mistral,47,51,in_attesa
1,59,HumanEval,qwen2.5:14b,47,59,in_attesa
1,60,HellaSwag,llama3.2,47,50,in_attesa
1,60,HellaSwag,llama3.1,47,51,in_attesa
1,60,HellaSwag,gemma2:27b,47,53,in_attesa
1,60,HellaSwag,phi3:mini,47,53,in_attesa
1,60,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,60,HellaSwag,mistral,47,51,in_attesa
1,60,HellaSwag,qwen2.5:14b,47,52,in_attesa
1,61,HumanEval,llama3.2,46,51,in_attesa
1,61,HumanEval,llama3.1,46,53,in_attesa
1,61,HumanEval,gemma2:27b,47,59,in_attesa
1,61,HumanEval,phi3:mini,46,49,in_attesa
1,61,HumanEval,qwen2.5:7b,47,56,in_attesa
1,61,HumanEval,mistral,46,52,in_attesa
1,61,HumanEval,qwen2.5:14b,46,60,in_attesa
1,62,HumanEval,llama3.2,47,52,in_attesa
1,62,HumanEval,llama3.1,46,52,in_attesa
1,62,HumanEval,gemma2:27b,47,59,in_attesa
1,62,HumanEval,phi3:mini,47,54,in_attesa
1,62,HumanEval,qwen2.5:7b,46,53,in_attesa
1,62,HumanEval,mistral,47,52,in_attesa
1,62,HumanEval,qwen2.5:14b,47,60,in_attesa
1,63,GSM8K,llama3.2,47,51,in_attesa
1,63,GSM8K,llama3.1,46,51,in_attesa
1,63,GSM8K,gemma2:27b,47,57,in_attesa
1,63,GSM8K,phi3:mini,47,51,in_attesa
1,63,GSM8K,qwen2.5:7b,47,53,in_attesa
1,63,GSM8K,mistral,47,52,in_attesa
1,63,GSM8K,qwen2.5:14b,47,58,in_attesa
1,64,HumanEval,llama3.2,47,51,in_attesa
1,64,HumanEval,llama3.1,46,53,in_attesa
1,64,HumanEval,gemma2:27b,46,55,in_attesa
1,64,HumanEval,phi3:mini,47,53,in_attesa
1,64,HumanEval,qwen2.5:7b,47,52,in_attesa
1,64,HumanEval,mistral,47,51,in_attesa
1,64,HumanEval,qwen2.5:14b,46,60,in_attesa
1,65,HumanEval,llama3.2,47,52,in_attesa
1,65,HumanEval,llama3.1,47,54,in_attesa
1,65,HumanEval,gemma2:27b,47,60,in_attesa
1,65,HumanEval,phi3:mini,46,52,in_attesa
1,65,HumanEval,qwen2.5:7b,46,53,in_attesa
1,65,HumanEval,mistral,46,52,in_attesa
1,65,HumanEval,qwen2.5:14b,47,60,in_attesa
1,66,HumanEval,llama3.2,47,52,in_attesa
1,66,HumanEval,llama3.1,46,53,in_attesa
1,66,HumanEval,gemma2:27b,47,59,in_attesa
1,66,HumanEval,phi3:mini,47,51,in_attesa
1,66,HumanEval,qwen2.5:7b,46,53,in_attesa
1,66,HumanEval,mistral,47,53,in_attesa
1,66,HumanEval,qwen2.5:14b,47,56,in_attesa
1,67,HumanEval,llama3.2,46,52,in_attesa
1,67,HumanEval,llama3.1,47,54,in_attesa
1,67,HumanEval,gemma2:27b,47,60,in_attesa
1,67,HumanEval,phi3:mini,47,50,in_attesa
1,67,HumanEval,qwen2.5:7b,47,54,in_attesa
1,67,HumanEval,mistral,47,53,in_attesa
1,67,HumanEval,qwen2.5:14b,47,60,in_attesa
1,68,HellaSwag,llama3.2,47,49,in_attesa
1,68,HellaSwag,llama3.1,47,50,in_attesa
1,68,HellaSwag,gemma2:27b,47,53,in_attesa
1,68,HellaSwag,phi3:mini,47,52,in_attesa
1,68,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,68,HellaSwag,mistral,47,50,in_attesa
1,68,HellaSwag,qwen2.5:14b,47,52,in_attesa
1,69,GSM8K,llama3.2,47,51,in_attesa
1,69,GSM8K,llama3.1,46,51,in_attesa
1,69,GSM8K,gemma2:27b,46,56,in_attesa
1,69,GSM8K,phi3:mini,47,52,in_attesa
1,69,GSM8K,qwen2.5:7b,46,51,in_attesa
1,69,GSM8K,mistral,47,56,in_attesa
1,69,GSM8K,qwen2.5:14b,47,56,in_attesa
1,70,HumanEval,llama3.2,47,52,in_attesa
1,70,HumanEval,llama3.1,47,57,in_attesa
1,70,HumanEval,gemma2:27b,47,60,in_attesa
1,70,HumanEval,phi3:mini,47,52,in_attesa
1,70,HumanEval,qwen2.5:7b,47,54,in_attesa
1,70,HumanEval,mistral,47,52,in_attesa
1,70,HumanEval,qwen2.5:14b,47,61,in_attesa
1,71,GSM8K,llama3.2,47,51,in_attesa
1,71,GSM8K,llama3.1,47,50,in_attesa
1,71,GSM8K,gemma2:27b,47,54,in_attesa
1,71,GSM8K,phi3:mini,47,51,in_attesa
1,71,GSM8K,qwen2.5:7b,47,53,in_attesa
1,71,GSM8K,mistral,46,50,in_attesa
1,71,GSM8K,qwen2.5:14b,47,55,in_attesa
1,72,HellaSwag,llama3.2,47,49,in_attesa
1,72,HellaSwag,llama3.1,46,52,in_attesa
1,72,HellaSwag,gemma2:27b,47,53,in_attesa
1,72,HellaSwag,phi3:mini,47,51,in_attesa
1,72,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,72,HellaSwag,mistral,47,51,in_attesa
1,72,HellaSwag,qwen2.5:14b,47,52,in_attesa
1,73,HumanEval,llama3.2,47,53,in_attesa
