run,domanda,task,modello,temp_pre,temp_post,cooldown_ok
1,38,MMLU,llama3.2,43,45,in_attesa
1,38,MMLU,llama3.1,43,46,in_attesa
1,38,MMLU,gemma2:27b,43,47,in_attesa
1,39,SQuAD,llama3.2,43,46,in_attesa
1,39,SQuAD,llama3.1,43,47,in_attesa
1,39,SQuAD,gemma2:27b,43,48,in_attesa
1,40,GSM8K,llama3.2,43,46,in_attesa
1,40,GSM8K,llama3.1,43,47,in_attesa
1,40,GSM8K,gemma2:27b,43,54,in_attesa
1,41,HellaSwag,llama3.2,43,47,in_attesa
1,41,HellaSwag,llama3.1,43,47,in_attesa
1,41,HellaSwag,gemma2:27b,42,51,in_attesa
1,42,SQuAD,llama3.2,43,45,in_attesa
1,42,SQuAD,llama3.1,43,47,in_attesa
1,42,SQuAD,gemma2:27b,43,47,in_attesa
1,43,GSM8K,llama3.2,43,46,in_attesa
1,43,GSM8K,llama3.1,43,48,in_attesa
1,43,GSM8K,gemma2:27b,42,50,in_attesa
1,44,GSM8K,llama3.2,42,47,in_attesa
1,44,GSM8K,llama3.1,43,48,in_attesa
1,44,GSM8K,gemma2:27b,43,53,in_attesa
1,45,HellaSwag,llama3.2,43,45,in_attesa
1,45,HellaSwag,llama3.1,43,46,in_attesa
1,45,HellaSwag,gemma2:27b,43,49,in_attesa
1,46,GSM8K,llama3.2,43,47,in_attesa
1,46,GSM8K,llama3.1,43,52,in_attesa
1,46,GSM8K,gemma2:27b,43,53,in_attesa
1,47,GSM8K,llama3.2,43,46,in_attesa
1,47,GSM8K,llama3.1,43,48,in_attesa
1,47,GSM8K,gemma2:27b,43,49,in_attesa
1,48,HellaSwag,llama3.2,43,47,in_attesa
1,48,HellaSwag,llama3.1,43,47,in_attesa
1,48,HellaSwag,gemma2:27b,43,48,in_attesa
1,49,GSM8K,llama3.2,43,46,in_attesa
1,49,GSM8K,llama3.1,43,48,in_attesa
1,49,GSM8K,gemma2:27b,43,52,in_attesa
1,50,GSM8K,llama3.2,43,47,in_attesa
1,50,GSM8K,llama3.1,43,50,in_attesa
1,50,GSM8K,gemma2:27b,43,52,in_attesa
1,51,MMLU,llama3.2,43,48,in_attesa
1,51,MMLU,llama3.1,43,45,in_attesa
1,51,MMLU,gemma2:27b,43,49,in_attesa
1,52,MMLU,llama3.2,43,49,in_attesa
1,52,MMLU,llama3.1,43,45,in_attesa
1,52,MMLU,gemma2:27b,43,51,in_attesa
1,53,HumanEval,llama3.2,43,48,in_attesa
1,53,HumanEval,llama3.1,43,51,in_attesa
1,53,HumanEval,gemma2:27b,43,53,in_attesa
1,54,HellaSwag,llama3.2,43,47,in_attesa
1,54,HellaSwag,llama3.1,43,46,in_attesa
1,54,HellaSwag,gemma2:27b,43,50,in_attesa
1,55,MMLU,llama3.2,43,46,in_attesa
1,55,MMLU,llama3.1,43,47,in_attesa
1,55,MMLU,gemma2:27b,43,47,in_attesa
1,56,GSM8K,llama3.2,43,47,in_attesa
1,56,GSM8K,llama3.1,43,48,in_attesa
1,56,GSM8K,gemma2:27b,43,52,in_attesa
1,57,SQuAD,llama3.2,43,47,in_attesa
1,57,SQuAD,llama3.1,43,46,in_attesa
1,57,SQuAD,gemma2:27b,43,48,in_attesa
1,58,GSM8K,llama3.2,42,47,in_attesa
1,58,GSM8K,llama3.1,43,48,in_attesa
1,58,GSM8K,gemma2:27b,43,52,in_attesa
1,59,GSM8K,llama3.2,43,48,in_attesa
1,59,GSM8K,llama3.1,43,48,in_attesa
1,59,GSM8K,gemma2:27b,43,52,in_attesa
1,60,HellaSwag,llama3.2,43,46,in_attesa
1,60,HellaSwag,llama3.1,43,48,in_attesa
1,60,HellaSwag,gemma2:27b,43,50,in_attesa
1,61,GSM8K,llama3.2,43,47,in_attesa
1,61,GSM8K,llama3.1,43,48,in_attesa
1,61,GSM8K,gemma2:27b,43,52,in_attesa
1,62,HellaSwag,llama3.2,43,45,in_attesa
1,62,HellaSwag,llama3.1,43,46,in_attesa
1,62,HellaSwag,gemma2:27b,43,47,in_attesa
1,63,MMLU,llama3.2,43,46,in_attesa
1,63,MMLU,llama3.1,43,46,in_attesa
1,63,MMLU,gemma2:27b,43,51,in_attesa
1,64,GSM8K,llama3.2,43,47,in_attesa
1,64,GSM8K,llama3.1,43,48,in_attesa
1,64,GSM8K,gemma2:27b,43,53,in_attesa
1,65,MMLU,llama3.2,43,47,in_attesa
1,65,MMLU,llama3.1,43,47,in_attesa
1,65,MMLU,gemma2:27b,43,47,in_attesa
1,66,MMLU,llama3.2,43,46,in_attesa
1,66,MMLU,llama3.1,43,45,in_attesa
1,66,MMLU,gemma2:27b,43,51,in_attesa
1,67,HellaSwag,llama3.2,43,48,in_attesa
1,67,HellaSwag,llama3.1,43,49,in_attesa
1,67,HellaSwag,gemma2:27b,43,52,in_attesa
1,68,GSM8K,llama3.2,43,47,in_attesa
1,68,GSM8K,llama3.1,42,47,in_attesa
1,68,GSM8K,gemma2:27b,43,53,in_attesa
1,69,HellaSwag,llama3.2,43,46,in_attesa
1,69,HellaSwag,llama3.1,43,47,in_attesa
1,69,HellaSwag,gemma2:27b,43,47,in_attesa
1,70,HumanEval,llama3.2,43,48,in_attesa
1,70,HumanEval,llama3.1,43,51,in_attesa
1,70,HumanEval,gemma2:27b,43,53,in_attesa
1,71,MMLU,llama3.2,43,46,in_attesa
1,71,MMLU,llama3.1,43,46,in_attesa
1,71,MMLU,gemma2:27b,43,49,in_attesa
1,72,HumanEval,llama3.2,43,48,in_attesa
1,72,HumanEval,llama3.1,42,52,in_attesa
1,72,HumanEval,gemma2:27b,43,53,in_attesa
1,73,SQuAD,llama3.2,43,46,in_attesa
1,73,SQuAD,llama3.1,43,48,in_attesa
1,73,SQuAD,gemma2:27b,43,47,in_attesa
1,74,HellaSwag,llama3.2,43,46,in_attesa
1,74,HellaSwag,llama3.1,43,47,in_attesa
1,74,HellaSwag,gemma2:27b,43,47,in_attesa
1,75,HumanEval,llama3.2,43,48,in_attesa
1,75,HumanEval,llama3.1,43,50,in_attesa
1,75,HumanEval,gemma2:27b,43,54,in_attesa
1,76,HumanEval,llama3.2,43,48,in_attesa
1,76,HumanEval,llama3.1,43,48,in_attesa
1,76,HumanEval,gemma2:27b,43,53,in_attesa
1,77,GSM8K,llama3.2,43,47,in_attesa
1,77,GSM8K,llama3.1,43,49,in_attesa
1,77,GSM8K,gemma2:27b,43,53,in_attesa
1,78,HellaSwag,llama3.2,43,47,in_attesa
1,78,HellaSwag,llama3.1,43,51,in_attesa
1,78,HellaSwag,gemma2:27b,42,48,in_attesa
1,79,SQuAD,llama3.2,43,48,in_attesa
1,79,SQuAD,llama3.1,43,47,in_attesa
1,79,SQuAD,gemma2:27b,43,47,in_attesa
1,80,GSM8K,llama3.2,43,47,in_attesa
1,80,GSM8K,llama3.1,43,50,in_attesa
1,80,GSM8K,gemma2:27b,43,54,in_attesa
1,81,MMLU,llama3.2,43,46,in_attesa
1,81,MMLU,llama3.1,43,45,in_attesa
1,81,MMLU,gemma2:27b,43,49,in_attesa
1,82,MMLU,llama3.2,43,48,in_attesa
1,82,MMLU,llama3.1,43,46,in_attesa
1,82,MMLU,gemma2:27b,43,47,in_attesa
1,83,HumanEval,llama3.2,43,48,in_attesa
1,83,HumanEval,llama3.1,43,50,in_attesa
1,83,HumanEval,gemma2:27b,43,52,in_attesa
1,84,SQuAD,llama3.2,43,45,in_attesa
1,84,SQuAD,llama3.1,43,48,in_attesa
1,84,SQuAD,gemma2:27b,43,48,in_attesa
1,85,HellaSwag,llama3.2,43,47,in_attesa
1,85,HellaSwag,llama3.1,43,48,in_attesa
1,85,HellaSwag,gemma2:27b,43,50,in_attesa
1,86,HumanEval,llama3.2,43,47,in_attesa
1,86,HumanEval,llama3.1,42,48,in_attesa
1,86,HumanEval,gemma2:27b,43,53,in_attesa
1,87,HellaSwag,llama3.2,43,47,in_attesa
1,87,HellaSwag,llama3.1,43,46,in_attesa
1,87,HellaSwag,gemma2:27b,43,50,in_attesa
1,88,MMLU,llama3.2,43,46,in_attesa
1,88,MMLU,llama3.1,43,47,in_attesa
1,88,MMLU,gemma2:27b,43,49,in_attesa
1,89,HumanEval,llama3.2,43,48,in_attesa
1,89,HumanEval,llama3.1,43,51,in_attesa
1,89,HumanEval,gemma2:27b,43,53,in_attesa
1,90,MMLU,llama3.2,43,46,in_attesa
1,90,MMLU,llama3.1,43,47,in_attesa
1,90,MMLU,gemma2:27b,43,48,in_attesa
1,91,MMLU,llama3.2,43,48,in_attesa
1,91,MMLU,llama3.1,43,48,in_attesa
1,91,MMLU,gemma2:27b,43,49,in_attesa
1,92,GSM8K,llama3.2,43,46,in_attesa
1,92,GSM8K,llama3.1,43,47,in_attesa
1,92,GSM8K,gemma2:27b,43,50,in_attesa
1,93,SQuAD,llama3.2,43,45,in_attesa
1,93,SQuAD,llama3.1,42,45,in_attesa
1,93,SQuAD,gemma2:27b,43,47,in_attesa
1,94,SQuAD,llama3.2,43,45,in_attesa
1,94,SQuAD,llama3.1,43,45,in_attesa
1,94,SQuAD,gemma2:27b,43,47,in_attesa
1,95,GSM8K,llama3.2,43,47,in_attesa
1,95,GSM8K,llama3.1,43,49,in_attesa
1,95,GSM8K,gemma2:27b,43,52,in_attesa
1,96,MMLU,llama3.2,43,46,in_attesa
1,96,MMLU,llama3.1,43,48,in_attesa
1,96,MMLU,gemma2:27b,43,50,in_attesa
1,97,GSM8K,llama3.2,43,46,in_attesa
1,97,GSM8K,llama3.1,43,48,in_attesa
1,97,GSM8K,gemma2:27b,43,54,in_attesa
1,98,HumanEval,llama3.2,43,48,in_attesa
1,98,HumanEval,llama3.1,42,49,in_attesa
1,98,HumanEval,gemma2:27b,42,54,in_attesa
1,99,HellaSwag,llama3.2,43,47,in_attesa
1,99,HellaSwag,llama3.1,43,47,in_attesa
1,99,HellaSwag,gemma2:27b,43,50,in_attesa
1,100,GSM8K,llama3.2,43,47,in_attesa
1,100,GSM8K,llama3.1,43,47,in_attesa
1,100,GSM8K,gemma2:27b,43,52,in_attesa
1,101,SQuAD,llama3.2,43,44,in_attesa
1,101,SQuAD,llama3.1,43,46,in_attesa
1,101,SQuAD,gemma2:27b,43,48,in_attesa
1,102,HellaSwag,llama3.2,43,49,in_attesa
1,102,HellaSwag,llama3.1,43,48,in_attesa
1,102,HellaSwag,gemma2:27b,43,49,in_attesa
1,103,SQuAD,llama3.2,43,47,in_attesa
1,103,SQuAD,llama3.1,43,46,in_attesa
1,103,SQuAD,gemma2:27b,43,47,in_attesa
1,104,HellaSwag,llama3.2,43,46,in_attesa
1,104,HellaSwag,llama3.1,43,46,in_attesa
1,104,HellaSwag,gemma2:27b,43,52,in_attesa
1,105,MMLU,llama3.2,43,47,in_attesa
1,105,MMLU,llama3.1,43,45,in_attesa
1,105,MMLU,gemma2:27b,43,52,in_attesa
1,106,HellaSwag,llama3.2,43,46,in_attesa
1,106,HellaSwag,llama3.1,43,47,in_attesa
1,106,HellaSwag,gemma2:27b,43,47,in_attesa
1,107,GSM8K,llama3.2,42,46,in_attesa
1,107,GSM8K,llama3.1,43,48,in_attesa
1,107,GSM8K,gemma2:27b,43,51,in_attesa
1,108,HellaSwag,llama3.2,43,47,in_attesa
1,108,HellaSwag,llama3.1,43,48,in_attesa
1,108,HellaSwag,gemma2:27b,43,49,in_attesa
1,109,GSM8K,llama3.2,43,46,in_attesa
1,109,GSM8K,llama3.1,43,48,in_attesa
1,109,GSM8K,gemma2:27b,43,52,in_attesa
1,110,HellaSwag,llama3.2,43,47,in_attesa
1,110,HellaSwag,llama3.1,42,45,in_attesa
1,110,HellaSwag,gemma2:27b,43,50,in_attesa
1,111,MMLU,llama3.2,42,46,in_attesa
1,111,MMLU,llama3.1,43,49,in_attesa
1,111,MMLU,gemma2:27b,43,52,in_attesa
1,112,HellaSwag,llama3.2,43,48,in_attesa
1,112,HellaSwag,llama3.1,43,48,in_attesa
1,112,HellaSwag,gemma2:27b,43,48,in_attesa
1,113,MMLU,llama3.2,43,47,in_attesa
1,113,MMLU,llama3.1,43,48,in_attesa
1,113,MMLU,gemma2:27b,43,53,in_attesa
1,114,GSM8K,llama3.2,43,47,in_attesa
1,114,GSM8K,llama3.1,43,48,in_attesa
1,114,GSM8K,gemma2:27b,43,52,in_attesa
1,115,HellaSwag,llama3.2,43,48,in_attesa
1,115,HellaSwag,llama3.1,43,49,in_attesa
1,115,HellaSwag,gemma2:27b,43,50,in_attesa
1,116,HumanEval,llama3.2,43,51,in_attesa
1,116,HumanEval,llama3.1,43,52,in_attesa
1,116,HumanEval,gemma2:27b,43,55,in_attesa
1,117,HumanEval,llama3.2,43,48,in_attesa
1,117,HumanEval,llama3.1,43,49,in_attesa
1,117,HumanEval,gemma2:27b,43,54,in_attesa
1,118,GSM8K,llama3.2,43,47,in_attesa
1,118,GSM8K,llama3.1,43,48,in_attesa
1,118,GSM8K,gemma2:27b,43,53,in_attesa
1,119,MMLU,llama3.2,43,47,in_attesa
1,119,MMLU,llama3.1,42,45,in_attesa
1,119,MMLU,gemma2:27b,43,53,in_attesa
1,120,SQuAD,llama3.2,43,46,in_attesa
1,120,SQuAD,llama3.1,43,47,in_attesa
1,120,SQuAD,gemma2:27b,43,48,in_attesa
1,121,MMLU,llama3.2,43,47,in_attesa
1,121,MMLU,llama3.1,43,45,in_attesa
1,121,MMLU,gemma2:27b,43,53,in_attesa
1,122,SQuAD,llama3.2,43,45,in_attesa
1,122,SQuAD,llama3.1,43,45,in_attesa
1,122,SQuAD,gemma2:27b,43,47,in_attesa
1,123,HumanEval,llama3.2,43,47,in_attesa
1,123,HumanEval,llama3.1,43,49,in_attesa
1,123,HumanEval,gemma2:27b,43,53,in_attesa
1,124,SQuAD,llama3.2,43,46,in_attesa
1,124,SQuAD,llama3.1,43,46,in_attesa
1,124,SQuAD,gemma2:27b,43,48,in_attesa
1,125,SQuAD,llama3.2,43,45,in_attesa
1,125,SQuAD,llama3.1,43,46,in_attesa
1,125,SQuAD,gemma2:27b,43,48,in_attesa
1,126,HumanEval,llama3.2,43,52,in_attesa
1,126,HumanEval,llama3.1,43,51,in_attesa
1,126,HumanEval,gemma2:27b,43,54,in_attesa
1,127,SQuAD,llama3.2,43,45,in_attesa
1,127,SQuAD,llama3.1,43,46,in_attesa
1,127,SQuAD,gemma2:27b,43,47,in_attesa
1,128,GSM8K,llama3.2,43,47,in_attesa
1,128,GSM8K,llama3.1,42,46,in_attesa
1,128,GSM8K,gemma2:27b,43,51,in_attesa
1,129,GSM8K,llama3.2,43,48,in_attesa
1,129,GSM8K,llama3.1,43,47,in_attesa
1,129,GSM8K,gemma2:27b,43,52,in_attesa
1,130,HellaSwag,llama3.2,43,47,in_attesa
1,130,HellaSwag,llama3.1,43,47,in_attesa
1,130,HellaSwag,gemma2:27b,42,48,in_attesa
1,131,HellaSwag,llama3.2,43,45,in_attesa
1,131,HellaSwag,llama3.1,43,47,in_attesa
1,131,HellaSwag,gemma2:27b,42,48,in_attesa
1,132,MMLU,llama3.2,43,48,in_attesa
1,132,MMLU,llama3.1,43,46,in_attesa
1,132,MMLU,gemma2:27b,43,48,in_attesa
1,133,MMLU,llama3.2,42,46,in_attesa
1,133,MMLU,llama3.1,43,51,in_attesa
1,133,MMLU,gemma2:27b,43,52,in_attesa
1,134,HumanEval,llama3.2,43,48,in_attesa
1,134,HumanEval,llama3.1,43,49,in_attesa
1,134,HumanEval,gemma2:27b,43,52,in_attesa
1,135,SQuAD,llama3.2,43,45,in_attesa
1,135,SQuAD,llama3.1,43,45,in_attesa
1,135,SQuAD,gemma2:27b,43,47,in_attesa
1,136,MMLU,llama3.2,43,48,in_attesa
1,136,MMLU,llama3.1,43,47,in_attesa
1,136,MMLU,gemma2:27b,43,48,in_attesa
1,137,SQuAD,llama3.2,43,48,in_attesa
1,137,SQuAD,llama3.1,43,46,in_attesa
1,137,SQuAD,gemma2:27b,43,47,in_attesa
1,138,HellaSwag,llama3.2,43,47,in_attesa
1,138,HellaSwag,llama3.1,43,47,in_attesa
1,138,HellaSwag,gemma2:27b,43,48,in_attesa
1,139,HellaSwag,llama3.2,42,46,in_attesa
1,139,HellaSwag,llama3.1,43,47,in_attesa
1,139,HellaSwag,gemma2:27b,43,47,in_attesa
1,140,HumanEval,llama3.2,43,48,in_attesa
1,140,HumanEval,llama3.1,42,48,in_attesa
1,140,HumanEval,gemma2:27b,43,54,in_attesa
1,141,GSM8K,llama3.2,43,47,in_attesa
1,141,GSM8K,llama3.1,43,49,in_attesa
1,141,GSM8K,gemma2:27b,43,51,in_attesa
1,142,HumanEval,llama3.2,43,47,in_attesa
1,142,HumanEval,llama3.1,43,49,in_attesa
1,142,HumanEval,gemma2:27b,43,53,in_attesa
1,143,MMLU,llama3.2,43,46,in_attesa
1,143,MMLU,llama3.1,43,47,in_attesa
1,143,MMLU,gemma2:27b,42,49,in_attesa
1,144,GSM8K,llama3.2,43,46,in_attesa
1,144,GSM8K,llama3.1,43,48,in_attesa
1,144,GSM8K,gemma2:27b,43,51,in_attesa
1,145,GSM8K,llama3.2,43,47,in_attesa
1,145,GSM8K,llama3.1,43,47,in_attesa
1,145,GSM8K,gemma2:27b,43,51,in_attesa
1,146,GSM8K,llama3.2,43,47,in_attesa
1,146,GSM8K,llama3.1,42,48,in_attesa
1,146,GSM8K,gemma2:27b,43,52,in_attesa
1,147,HumanEval,llama3.2,43,47,in_attesa
1,147,HumanEval,llama3.1,43,48,in_attesa
1,147,HumanEval,gemma2:27b,43,51,in_attesa
1,148,SQuAD,llama3.2,43,46,in_attesa
1,148,SQuAD,llama3.1,43,47,in_attesa
1,148,SQuAD,gemma2:27b,43,48,in_attesa
1,149,SQuAD,llama3.2,43,46,in_attesa
1,149,SQuAD,llama3.1,43,46,in_attesa
1,149,SQuAD,gemma2:27b,43,48,in_attesa
1,150,HumanEval,llama3.2,43,48,in_attesa
1,150,HumanEval,llama3.1,43,50,in_attesa
1,150,HumanEval,gemma2:27b,42,52,in_attesa
1,151,SQuAD,llama3.2,43,46,in_attesa
1,151,SQuAD,llama3.1,43,48,in_attesa
1,151,SQuAD,gemma2:27b,43,48,in_attesa
1,152,GSM8K,llama3.2,42,47,in_attesa
1,152,GSM8K,llama3.1,43,47,in_attesa
1,152,GSM8K,gemma2:27b,43,51,in_attesa
1,153,HumanEval,llama3.2,43,47,in_attesa
1,153,HumanEval,llama3.1,43,49,in_attesa
1,153,HumanEval,gemma2:27b,43,54,in_attesa
1,154,SQuAD,llama3.2,43,45,in_attesa
1,154,SQuAD,llama3.1,43,48,in_attesa
1,154,SQuAD,gemma2:27b,43,48,in_attesa
1,155,HellaSwag,llama3.2,43,47,in_attesa
1,155,HellaSwag,llama3.1,43,47,in_attesa
1,155,HellaSwag,gemma2:27b,43,48,in_attesa
1,156,HumanEval,llama3.2,43,48,in_attesa
1,156,HumanEval,llama3.1,43,52,in_attesa
1,156,HumanEval,gemma2:27b,43,54,in_attesa
1,157,HellaSwag,llama3.2,43,47,in_attesa
1,157,HellaSwag,llama3.1,43,48,in_attesa
1,157,HellaSwag,gemma2:27b,43,49,in_attesa
1,158,MMLU,llama3.2,43,47,in_attesa
1,158,MMLU,llama3.1,43,49,in_attesa
1,158,MMLU,gemma2:27b,43,48,in_attesa
1,159,HumanEval,llama3.2,43,48,in_attesa
1,159,HumanEval,llama3.1,43,51,in_attesa
1,159,HumanEval,gemma2:27b,43,53,in_attesa
1,160,MMLU,llama3.2,43,47,in_attesa
1,160,MMLU,llama3.1,43,48,in_attesa
1,160,MMLU,gemma2:27b,43,47,in_attesa
1,161,GSM8K,llama3.2,43,46,in_attesa
1,161,GSM8K,llama3.1,43,49,in_attesa
1,161,GSM8K,gemma2:27b,43,51,in_attesa
1,162,SQuAD,llama3.2,43,46,in_attesa
1,162,SQuAD,llama3.1,43,46,in_attesa
1,162,SQuAD,gemma2:27b,43,48,in_attesa
1,163,SQuAD,llama3.2,43,45,in_attesa
1,163,SQuAD,llama3.1,43,46,in_attesa
1,163,SQuAD,gemma2:27b,43,47,in_attesa
1,164,SQuAD,llama3.2,42,45,in_attesa
1,164,SQuAD,llama3.1,43,46,in_attesa
1,164,SQuAD,gemma2:27b,43,48,in_attesa
1,165,HellaSwag,llama3.2,43,48,in_attesa
1,165,HellaSwag,llama3.1,43,47,in_attesa
1,165,HellaSwag,gemma2:27b,43,49,in_attesa
1,166,HellaSwag,llama3.2,42,47,in_attesa
1,166,HellaSwag,llama3.1,43,47,in_attesa
1,166,HellaSwag,gemma2:27b,43,47,in_attesa
1,167,GSM8K,llama3.2,43,47,in_attesa
1,167,GSM8K,llama3.1,42,48,in_attesa
1,167,GSM8K,gemma2:27b,43,52,in_attesa
1,168,SQuAD,llama3.2,43,46,in_attesa
1,168,SQuAD,llama3.1,43,46,in_attesa
1,168,SQuAD,gemma2:27b,43,50,in_attesa
1,169,HellaSwag,llama3.2,43,47,in_attesa
1,169,HellaSwag,llama3.1,43,47,in_attesa
1,169,HellaSwag,gemma2:27b,42,47,in_attesa
1,170,HellaSwag,llama3.2,43,49,in_attesa
1,170,HellaSwag,llama3.1,43,48,in_attesa
1,170,HellaSwag,gemma2:27b,43,50,in_attesa
1,171,GSM8K,llama3.2,42,46,in_attesa
1,171,GSM8K,llama3.1,43,49,in_attesa
1,171,GSM8K,gemma2:27b,43,53,in_attesa
1,172,SQuAD,llama3.2,43,45,in_attesa
1,172,SQuAD,llama3.1,43,46,in_attesa
1,172,SQuAD,gemma2:27b,43,47,in_attesa
1,173,HumanEval,llama3.2,42,48,in_attesa
1,173,HumanEval,llama3.1,43,49,in_attesa
1,173,HumanEval,gemma2:27b,42,52,in_attesa
1,174,MMLU,llama3.2,43,47,in_attesa
1,174,MMLU,llama3.1,43,47,in_attesa
1,174,MMLU,gemma2:27b,42,47,in_attesa
