run,domanda,task,modello,temp_pre,temp_post,cooldown_ok
1,39,SQuAD,qwen2.5:7b,48,51,in_attesa
1,39,SQuAD,"mistral:latest ",46,51,in_attesa
1,40,GSM8K,phi3:mini,46,51,in_attesa
1,40,GSM8K,qwen2.5:7b,47,53,in_attesa
1,40,GSM8K,"mistral:latest ",47,51,in_attesa
1,41,HellaSwag,phi3:mini,47,53,in_attesa
1,41,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,41,HellaSwag,"mistral:latest ",47,50,in_attesa
1,42,SQuAD,phi3:mini,47,49,in_attesa
1,42,SQuAD,qwen2.5:7b,46,49,in_attesa
1,42,SQuAD,"mistral:latest ",45,51,in_attesa
1,43,GSM8K,phi3:mini,48,49,in_attesa
1,43,GSM8K,qwen2.5:7b,46,50,in_attesa
1,43,GSM8K,"mistral:latest ",46,49,in_attesa
1,44,GSM8K,phi3:mini,46,49,in_attesa
1,44,GSM8K,qwen2.5:7b,45,52,in_attesa
1,44,GSM8K,"mistral:latest ",47,54,in_attesa
1,45,HellaSwag,phi3:mini,48,57,in_attesa
1,45,HellaSwag,qwen2.5:7b,48,50,in_attesa
1,45,HellaSwag,"mistral:latest ",47,50,in_attesa
1,46,GSM8K,phi3:mini,46,51,in_attesa
1,46,GSM8K,qwen2.5:7b,47,54,in_attesa
1,46,GSM8K,"mistral:latest ",47,53,in_attesa
1,47,GSM8K,phi3:mini,48,51,in_attesa
1,47,GSM8K,qwen2.5:7b,47,50,in_attesa
1,47,GSM8K,"mistral:latest ",46,51,in_attesa
1,48,HellaSwag,phi3:mini,46,51,in_attesa
1,48,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,48,HellaSwag,"mistral:latest ",46,53,in_attesa
1,49,GSM8K,phi3:mini,46,50,in_attesa
1,49,GSM8K,qwen2.5:7b,46,51,in_attesa
1,49,GSM8K,"mistral:latest ",47,52,in_attesa
1,50,GSM8K,phi3:mini,47,52,in_attesa
1,50,GSM8K,qwen2.5:7b,47,53,in_attesa
1,50,GSM8K,"mistral:latest ",48,54,in_attesa
1,51,MMLU,phi3:mini,48,52,in_attesa
1,51,MMLU,qwen2.5:7b,48,52,in_attesa
1,51,MMLU,"mistral:latest ",48,51,in_attesa
1,52,MMLU,phi3:mini,47,50,in_attesa
1,52,MMLU,qwen2.5:7b,46,50,in_attesa
1,52,MMLU,"mistral:latest ",46,50,in_attesa
1,53,HumanEval,phi3:mini,46,53,in_attesa
1,53,HumanEval,qwen2.5:7b,47,54,in_attesa
1,53,HumanEval,"mistral:latest ",47,52,in_attesa
1,54,HellaSwag,phi3:mini,48,53,in_attesa
1,54,HellaSwag,qwen2.5:7b,48,51,in_attesa
1,54,HellaSwag,"mistral:latest ",47,51,in_attesa
1,55,MMLU,phi3:mini,47,49,in_attesa
1,55,MMLU,qwen2.5:7b,46,49,in_attesa
1,55,MMLU,"mistral:latest ",45,48,in_attesa
1,56,GSM8K,phi3:mini,48,51,in_attesa
1,56,GSM8K,qwen2.5:7b,47,51,in_attesa
1,56,GSM8K,"mistral:latest ",46,51,in_attesa
1,57,SQuAD,phi3:mini,46,48,in_attesa
1,57,SQuAD,qwen2.5:7b,48,48,in_attesa
1,57,SQuAD,"mistral:latest ",48,49,in_attesa
1,58,GSM8K,phi3:mini,46,50,in_attesa
1,58,GSM8K,qwen2.5:7b,46,49,in_attesa
1,58,GSM8K,"mistral:latest ",46,50,in_attesa
1,59,GSM8K,phi3:mini,45,50,in_attesa
1,59,GSM8K,qwen2.5:7b,46,50,in_attesa
1,59,GSM8K,"mistral:latest ",46,50,in_attesa
1,60,HellaSwag,phi3:mini,45,50,in_attesa
1,60,HellaSwag,qwen2.5:7b,46,51,in_attesa
1,60,HellaSwag,"mistral:latest ",47,51,in_attesa
1,61,GSM8K,phi3:mini,47,50,in_attesa
1,61,GSM8K,qwen2.5:7b,47,51,in_attesa
1,61,GSM8K,"mistral:latest ",47,54,in_attesa
1,62,HellaSwag,phi3:mini,48,51,in_attesa
1,62,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,62,HellaSwag,"mistral:latest ",46,50,in_attesa
1,63,MMLU,phi3:mini,46,48,in_attesa
1,63,MMLU,qwen2.5:7b,48,49,in_attesa
1,63,MMLU,"mistral:latest ",46,48,in_attesa
1,64,GSM8K,phi3:mini,48,50,in_attesa
1,64,GSM8K,qwen2.5:7b,46,51,in_attesa
1,64,GSM8K,"mistral:latest ",47,51,in_attesa
1,65,MMLU,phi3:mini,47,49,in_attesa
1,65,MMLU,qwen2.5:7b,46,48,in_attesa
1,65,MMLU,"mistral:latest ",48,49,in_attesa
1,66,MMLU,phi3:mini,46,49,in_attesa
1,66,MMLU,qwen2.5:7b,46,51,in_attesa
1,66,MMLU,"mistral:latest ",46,52,in_attesa
1,67,HellaSwag,phi3:mini,47,49,in_attesa
1,67,HellaSwag,qwen2.5:7b,46,53,in_attesa
1,67,HellaSwag,"mistral:latest ",46,52,in_attesa
1,68,GSM8K,phi3:mini,47,52,in_attesa
1,68,GSM8K,qwen2.5:7b,47,52,in_attesa
1,68,GSM8K,"mistral:latest ",47,53,in_attesa
1,69,HellaSwag,phi3:mini,48,53,in_attesa
1,69,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,69,HellaSwag,"mistral:latest ",46,49,in_attesa
1,70,HumanEval,phi3:mini,46,50,in_attesa
1,70,HumanEval,qwen2.5:7b,46,52,in_attesa
1,70,HumanEval,"mistral:latest ",48,51,in_attesa
1,71,MMLU,phi3:mini,47,52,in_attesa
1,71,MMLU,qwen2.5:7b,47,49,in_attesa
1,71,MMLU,"mistral:latest ",46,49,in_attesa
1,72,HumanEval,phi3:mini,45,50,in_attesa
1,72,HumanEval,qwen2.5:7b,46,52,in_attesa
1,72,HumanEval,"mistral:latest ",48,54,in_attesa
1,73,SQuAD,phi3:mini,48,50,in_attesa
1,73,SQuAD,qwen2.5:7b,46,48,in_attesa
1,73,SQuAD,"mistral:latest ",48,50,in_attesa
1,74,HellaSwag,phi3:mini,46,51,in_attesa
1,74,HellaSwag,qwen2.5:7b,46,52,in_attesa
1,74,HellaSwag,"mistral:latest ",47,52,in_attesa
1,75,HumanEval,phi3:mini,48,51,in_attesa
1,75,HumanEval,qwen2.5:7b,47,55,in_attesa
1,75,HumanEval,"mistral:latest ",48,53,in_attesa
1,76,HumanEval,phi3:mini,48,52,in_attesa
1,76,HumanEval,qwen2.5:7b,48,54,in_attesa
1,76,HumanEval,"mistral:latest ",47,52,in_attesa
1,77,GSM8K,phi3:mini,47,51,in_attesa
1,77,GSM8K,qwen2.5:7b,47,52,in_attesa
1,77,GSM8K,"mistral:latest ",48,52,in_attesa
1,78,HellaSwag,phi3:mini,48,52,in_attesa
1,78,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,78,HellaSwag,"mistral:latest ",47,53,in_attesa
1,79,SQuAD,phi3:mini,48,50,in_attesa
1,79,SQuAD,qwen2.5:7b,46,50,in_attesa
1,79,SQuAD,"mistral:latest ",48,48,in_attesa
1,80,GSM8K,phi3:mini,48,50,in_attesa
1,80,GSM8K,qwen2.5:7b,47,54,in_attesa
1,80,GSM8K,"mistral:latest ",48,53,in_attesa
1,81,MMLU,phi3:mini,47,51,in_attesa
1,81,MMLU,qwen2.5:7b,46,49,in_attesa
1,81,MMLU,"mistral:latest ",46,49,in_attesa
1,82,MMLU,phi3:mini,46,48,in_attesa
1,82,MMLU,qwen2.5:7b,48,50,in_attesa
1,82,MMLU,"mistral:latest ",47,49,in_attesa
1,83,HumanEval,phi3:mini,46,51,in_attesa
1,83,HumanEval,qwen2.5:7b,47,51,in_attesa
1,83,HumanEval,"mistral:latest ",47,51,in_attesa
1,84,SQuAD,phi3:mini,47,50,in_attesa
1,84,SQuAD,qwen2.5:7b,46,48,in_attesa
1,84,SQuAD,"mistral:latest ",48,48,in_attesa
1,85,HellaSwag,phi3:mini,48,51,in_attesa
1,85,HellaSwag,qwen2.5:7b,47,53,in_attesa
1,85,HellaSwag,"mistral:latest ",48,50,in_attesa
1,86,HumanEval,phi3:mini,47,50,in_attesa
1,86,HumanEval,qwen2.5:7b,46,52,in_attesa
1,86,HumanEval,"mistral:latest ",47,53,in_attesa
1,87,HellaSwag,phi3:mini,48,52,in_attesa
1,87,HellaSwag,qwen2.5:7b,48,52,in_attesa
1,87,HellaSwag,"mistral:latest ",48,50,in_attesa
1,88,MMLU,phi3:mini,47,49,in_attesa
1,88,MMLU,qwen2.5:7b,46,49,in_attesa
1,88,MMLU,"mistral:latest ",46,48,in_attesa
1,89,HumanEval,phi3:mini,48,51,in_attesa
1,89,HumanEval,qwen2.5:7b,47,57,in_attesa
1,89,HumanEval,"mistral:latest ",47,52,in_attesa
1,90,MMLU,phi3:mini,48,51,in_attesa
1,90,MMLU,qwen2.5:7b,46,49,in_attesa
1,90,MMLU,"mistral:latest ",46,49,in_attesa
1,91,MMLU,phi3:mini,45,49,in_attesa
1,91,MMLU,qwen2.5:7b,45,48,in_attesa
1,91,MMLU,"mistral:latest ",48,48,in_attesa
1,92,GSM8K,phi3:mini,48,51,in_attesa
1,92,GSM8K,qwen2.5:7b,46,51,in_attesa
1,92,GSM8K,"mistral:latest ",46,50,in_attesa
1,93,SQuAD,phi3:mini,46,48,in_attesa
1,93,SQuAD,qwen2.5:7b,48,49,in_attesa
1,93,SQuAD,"mistral:latest ",46,48,in_attesa
1,94,SQuAD,phi3:mini,48,49,in_attesa
1,94,SQuAD,qwen2.5:7b,46,48,in_attesa
1,94,SQuAD,"mistral:latest ",48,49,in_attesa
1,95,GSM8K,phi3:mini,45,53,in_attesa
1,95,GSM8K,qwen2.5:7b,46,51,in_attesa
1,95,GSM8K,"mistral:latest ",46,50,in_attesa
1,96,MMLU,phi3:mini,46,49,in_attesa
1,96,MMLU,qwen2.5:7b,45,50,in_attesa
1,96,MMLU,"mistral:latest ",48,48,in_attesa
1,97,GSM8K,phi3:mini,48,49,in_attesa
1,97,GSM8K,qwen2.5:7b,46,53,in_attesa
1,97,GSM8K,"mistral:latest ",48,56,in_attesa
1,98,HumanEval,phi3:mini,47,51,in_attesa
1,98,HumanEval,qwen2.5:7b,47,53,in_attesa
1,98,HumanEval,"mistral:latest ",48,52,in_attesa
1,99,HellaSwag,phi3:mini,48,52,in_attesa
1,99,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,99,HellaSwag,"mistral:latest ",47,51,in_attesa
1,100,GSM8K,phi3:mini,47,52,in_attesa
1,100,GSM8K,qwen2.5:7b,47,52,in_attesa
1,100,GSM8K,"mistral:latest ",47,51,in_attesa
1,101,SQuAD,phi3:mini,47,50,in_attesa
1,101,SQuAD,qwen2.5:7b,46,48,in_attesa
1,101,SQuAD,"mistral:latest ",48,49,in_attesa
1,102,HellaSwag,phi3:mini,46,52,in_attesa
1,102,HellaSwag,qwen2.5:7b,47,52,in_attesa
1,102,HellaSwag,"mistral:latest ",47,53,in_attesa
1,103,SQuAD,phi3:mini,48,50,in_attesa
1,103,SQuAD,qwen2.5:7b,47,49,in_attesa
1,103,SQuAD,"mistral:latest ",46,49,in_attesa
1,104,HellaSwag,phi3:mini,46,51,in_attesa
1,104,HellaSwag,qwen2.5:7b,46,50,in_attesa
1,104,HellaSwag,"mistral:latest ",48,51,in_attesa
1,105,MMLU,phi3:mini,47,50,in_attesa
1,105,MMLU,qwen2.5:7b,46,52,in_attesa
1,105,MMLU,"mistral:latest ",48,52,in_attesa
1,106,HellaSwag,phi3:mini,47,50,in_attesa
1,106,HellaSwag,qwen2.5:7b,46,49,in_attesa
1,106,HellaSwag,"mistral:latest ",46,50,in_attesa
1,107,GSM8K,phi3:mini,45,49,in_attesa
1,107,GSM8K,qwen2.5:7b,45,50,in_attesa
1,107,GSM8K,"mistral:latest ",46,50,in_attesa
1,108,HellaSwag,phi3:mini,46,50,in_attesa
1,108,HellaSwag,qwen2.5:7b,46,52,in_attesa
1,108,HellaSwag,"mistral:latest ",46,50,in_attesa
1,109,GSM8K,phi3:mini,47,51,in_attesa
1,109,GSM8K,qwen2.5:7b,47,51,in_attesa
1,109,GSM8K,"mistral:latest ",46,50,in_attesa
1,110,HellaSwag,phi3:mini,46,51,in_attesa
1,110,HellaSwag,qwen2.5:7b,47,54,in_attesa
1,110,HellaSwag,"mistral:latest ",48,52,in_attesa
1,111,MMLU,phi3:mini,48,49,in_attesa
1,111,MMLU,qwen2.5:7b,46,50,in_attesa
1,111,MMLU,"mistral:latest ",47,51,in_attesa
1,112,HellaSwag,phi3:mini,46,50,in_attesa
1,112,HellaSwag,qwen2.5:7b,46,50,in_attesa
1,112,HellaSwag,"mistral:latest ",46,50,in_attesa
1,113,MMLU,phi3:mini,46,51,in_attesa
1,113,MMLU,qwen2.5:7b,46,51,in_attesa
1,113,MMLU,"mistral:latest ",47,58,in_attesa
1,114,GSM8K,phi3:mini,48,51,in_attesa
1,114,GSM8K,qwen2.5:7b,47,52,in_attesa
1,114,GSM8K,"mistral:latest ",47,51,in_attesa
1,115,HellaSwag,phi3:mini,47,52,in_attesa
1,115,HellaSwag,qwen2.5:7b,47,52,in_attesa
1,115,HellaSwag,"mistral:latest ",46,51,in_attesa
1,116,HumanEval,phi3:mini,46,52,in_attesa
1,116,HumanEval,qwen2.5:7b,47,54,in_attesa
1,116,HumanEval,"mistral:latest ",48,54,in_attesa
1,117,HumanEval,phi3:mini,47,52,in_attesa
1,117,HumanEval,qwen2.5:7b,47,54,in_attesa
1,117,HumanEval,"mistral:latest ",48,53,in_attesa
1,118,GSM8K,phi3:mini,48,53,in_attesa
1,118,GSM8K,qwen2.5:7b,47,54,in_attesa
1,118,GSM8K,"mistral:latest ",47,52,in_attesa
1,119,MMLU,phi3:mini,48,52,in_attesa
1,119,MMLU,qwen2.5:7b,47,53,in_attesa
1,119,MMLU,"mistral:latest ",48,52,in_attesa
1,120,SQuAD,phi3:mini,48,50,in_attesa
1,120,SQuAD,qwen2.5:7b,47,49,in_attesa
1,120,SQuAD,"mistral:latest ",46,49,in_attesa
1,121,MMLU,phi3:mini,45,48,in_attesa
1,121,MMLU,qwen2.5:7b,48,51,in_attesa
1,121,MMLU,"mistral:latest ",47,50,in_attesa
1,122,SQuAD,phi3:mini,46,49,in_attesa
1,122,SQuAD,qwen2.5:7b,45,48,in_attesa
1,122,SQuAD,"mistral:latest ",48,48,in_attesa
1,123,HumanEval,phi3:mini,48,51,in_attesa
1,123,HumanEval,qwen2.5:7b,47,53,in_attesa
1,123,HumanEval,"mistral:latest ",48,56,in_attesa
1,124,SQuAD,phi3:mini,48,52,in_attesa
1,124,SQuAD,qwen2.5:7b,47,50,in_attesa
1,124,SQuAD,"mistral:latest ",46,49,in_attesa
1,125,SQuAD,phi3:mini,48,49,in_attesa
1,125,SQuAD,qwen2.5:7b,46,49,in_attesa
1,125,SQuAD,"mistral:latest ",48,49,in_attesa
1,126,HumanEval,phi3:mini,46,50,in_attesa
1,126,HumanEval,qwen2.5:7b,46,52,in_attesa
1,126,HumanEval,"mistral:latest ",47,53,in_attesa
1,127,SQuAD,phi3:mini,48,50,in_attesa
1,127,SQuAD,qwen2.5:7b,47,49,in_attesa
1,127,SQuAD,"mistral:latest ",46,48,in_attesa
1,128,GSM8K,phi3:mini,48,50,in_attesa
1,128,GSM8K,qwen2.5:7b,46,50,in_attesa
1,128,GSM8K,"mistral:latest ",46,50,in_attesa
1,129,GSM8K,phi3:mini,46,50,in_attesa
1,129,GSM8K,qwen2.5:7b,46,51,in_attesa
1,129,GSM8K,"mistral:latest ",46,53,in_attesa
1,130,HellaSwag,phi3:mini,46,51,in_attesa
1,130,HellaSwag,qwen2.5:7b,47,49,in_attesa
1,130,HellaSwag,"mistral:latest ",45,47,in_attesa
1,131,HellaSwag,phi3:mini,47,51,in_attesa
1,131,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,131,HellaSwag,"mistral:latest ",46,50,in_attesa
1,132,MMLU,phi3:mini,46,51,in_attesa
1,132,MMLU,qwen2.5:7b,46,49,in_attesa
1,132,MMLU,"mistral:latest ",46,49,in_attesa
1,133,MMLU,phi3:mini,45,50,in_attesa
1,133,MMLU,qwen2.5:7b,46,50,in_attesa
1,133,MMLU,"mistral:latest ",46,49,in_attesa
1,134,HumanEval,phi3:mini,46,51,in_attesa
1,134,HumanEval,qwen2.5:7b,46,51,in_attesa
1,134,HumanEval,"mistral:latest ",47,53,in_attesa
1,135,SQuAD,phi3:mini,47,50,in_attesa
1,135,SQuAD,qwen2.5:7b,46,48,in_attesa
1,135,SQuAD,"mistral:latest ",48,51,in_attesa
1,136,MMLU,phi3:mini,48,50,in_attesa
1,136,MMLU,qwen2.5:7b,46,49,in_attesa
1,136,MMLU,"mistral:latest ",45,49,in_attesa
1,137,SQuAD,phi3:mini,45,48,in_attesa
1,137,SQuAD,qwen2.5:7b,48,48,in_attesa
1,137,SQuAD,"mistral:latest ",48,50,in_attesa
1,138,HellaSwag,phi3:mini,46,49,in_attesa
1,138,HellaSwag,qwen2.5:7b,45,53,in_attesa
1,138,HellaSwag,"mistral:latest ",47,51,in_attesa
1,139,HellaSwag,phi3:mini,47,52,in_attesa
1,139,HellaSwag,qwen2.5:7b,47,51,in_attesa
1,139,HellaSwag,"mistral:latest ",47,51,in_attesa
1,140,HumanEval,phi3:mini,47,51,in_attesa
1,140,HumanEval,qwen2.5:7b,47,54,in_attesa
1,140,HumanEval,"mistral:latest ",48,52,in_attesa
1,141,GSM8K,phi3:mini,48,52,in_attesa
1,141,GSM8K,qwen2.5:7b,47,52,in_attesa
1,141,GSM8K,"mistral:latest ",47,51,in_attesa
1,142,HumanEval,phi3:mini,47,52,in_attesa
1,142,HumanEval,qwen2.5:7b,47,52,in_attesa
1,142,HumanEval,"mistral:latest ",48,54,in_attesa
1,143,MMLU,phi3:mini,48,50,in_attesa
1,143,MMLU,qwen2.5:7b,47,51,in_attesa
1,143,MMLU,"mistral:latest ",46,50,in_attesa
1,144,GSM8K,phi3:mini,46,51,in_attesa
1,144,GSM8K,qwen2.5:7b,46,50,in_attesa
1,144,GSM8K,"mistral:latest ",46,50,in_attesa
1,145,GSM8K,phi3:mini,46,50,in_attesa
1,145,GSM8K,qwen2.5:7b,46,52,in_attesa
1,145,GSM8K,"mistral:latest ",47,52,in_attesa
1,146,GSM8K,phi3:mini,47,50,in_attesa
1,146,GSM8K,qwen2.5:7b,46,51,in_attesa
1,146,GSM8K,"mistral:latest ",47,51,in_attesa
1,147,HumanEval,phi3:mini,47,51,in_attesa
1,147,HumanEval,qwen2.5:7b,47,51,in_attesa
1,147,HumanEval,"mistral:latest ",47,51,in_attesa
1,148,SQuAD,phi3:mini,47,49,in_attesa
1,148,SQuAD,qwen2.5:7b,46,50,in_attesa
1,148,SQuAD,"mistral:latest ",45,53,in_attesa
1,149,SQuAD,phi3:mini,48,49,in_attesa
1,149,SQuAD,qwen2.5:7b,45,48,in_attesa
1,149,SQuAD,"mistral:latest ",48,50,in_attesa
1,150,HumanEval,phi3:mini,46,49,in_attesa
1,150,HumanEval,qwen2.5:7b,46,51,in_attesa
1,150,HumanEval,"mistral:latest ",46,50,in_attesa
1,151,SQuAD,phi3:mini,46,49,in_attesa
1,151,SQuAD,qwen2.5:7b,45,48,in_attesa
1,151,SQuAD,"mistral:latest ",48,49,in_attesa
1,152,GSM8K,phi3:mini,46,49,in_attesa
1,152,GSM8K,qwen2.5:7b,45,51,in_attesa
1,152,GSM8K,"mistral:latest ",46,51,in_attesa
1,153,HumanEval,phi3:mini,46,51,in_attesa
1,153,HumanEval,qwen2.5:7b,46,52,in_attesa
1,153,HumanEval,"mistral:latest ",47,50,in_attesa
1,154,SQuAD,phi3:mini,46,48,in_attesa
1,154,SQuAD,qwen2.5:7b,48,49,in_attesa
1,154,SQuAD,"mistral:latest ",46,50,in_attesa
1,155,HellaSwag,phi3:mini,48,50,in_attesa
1,155,HellaSwag,qwen2.5:7b,46,48,in_attesa
1,155,HellaSwag,"mistral:latest ",48,49,in_attesa
1,156,HumanEval,phi3:mini,46,51,in_attesa
1,156,HumanEval,qwen2.5:7b,46,53,in_attesa
1,156,HumanEval,"mistral:latest ",48,54,in_attesa
1,157,HellaSwag,phi3:mini,47,51,in_attesa
1,157,HellaSwag,qwen2.5:7b,47,50,in_attesa
1,157,HellaSwag,"mistral:latest ",47,51,in_attesa
1,158,MMLU,phi3:mini,47,49,in_attesa
1,158,MMLU,qwen2.5:7b,46,50,in_attesa
1,158,MMLU,"mistral:latest ",46,49,in_attesa
1,159,HumanEval,phi3:mini,45,50,in_attesa
1,159,HumanEval,qwen2.5:7b,46,53,in_attesa
1,159,HumanEval,"mistral:latest ",48,52,in_attesa
1,160,MMLU,phi3:mini,48,54,in_attesa
1,160,MMLU,qwen2.5:7b,48,51,in_attesa
1,160,MMLU,"mistral:latest ",48,50,in_attesa
1,161,GSM8K,phi3:mini,46,49,in_attesa
1,161,GSM8K,qwen2.5:7b,46,51,in_attesa
1,161,GSM8K,"mistral:latest ",46,49,in_attesa
1,162,SQuAD,phi3:mini,46,50,in_attesa
1,162,SQuAD,qwen2.5:7b,46,49,in_attesa
1,162,SQuAD,"mistral:latest ",45,48,in_attesa
